ลำดับ,อ้างอิงภายใน,ชื่อ,Sales Price,ปริมาณในมือ,กล่องขาออก,ปริมาณพยากรณ์,หน่วยวัด,Activity Exception Decoration
1,CBKD001,กระดาษโฟโต้ 260 แกรม ขนาด 4 x 6 นิ้ว (กล่อง/30แผ่น) ยี่ห้อ โกดัก,5.5,0,0,0,แผ่น,
1,CBNB-A4135,กระดาษโฟโต้ กลอสซี่อิงค์เจ็ท A4 135 แกรม (ห่อ/50แผ่น),286,0,0,0,ห่อ,
1,CB433,กระดาษโฟโต้ ยี่ห้อ SUPER 180 แกรม,423.26,0,0,0,ห่อ,
1,2DKA00407,กระดาษโฟโต้กลอสซี่ ขนาด A4 หนา 150 แกรม (บรรจุแพ็คละ 100 แผ่น) ไม่มียี่ห้อ ไม่มี มอก.,0,0,0,0,แพ็ค,
1,CB1228,กระดาษโฟโต้กันน้ำ มาสคอท 200G (ห่อ/10 แผ่น),57,0,0,0,ห่อ,
1,CB1040,กระดาษโฟโต้มาสคอท ขนาด A4 180 แกรม (10 แผ่น / ห่อ),60,0,0,0,ห่อ,
1,CB1381,กระดาษโฟโต้สติ๊กเกอร์ 135G A4 (ห่อ/50 แผ่น),373,0,0,0,ห่อ,
1,2DKA00878,กระดาษโฟโต้อิงค์เจต A4 สีขาว 120 แกรม บรรจุ 50 แผ่น ยี่ห้อ HI-JET ไม่มี มอก.,175,0,0,0,แพ็ค,
139,#CBNBPP-A4120,กระดาษโฟโต้เปเปอร์ ขนาด A4 120 แกรม (บรรจุ 100 แผ่น),235,0,0,0,แพ็ค,
140,#CBNBPP-A4150,กระดาษโฟโต้เปเปอร์ ขนาด A4 150 แกรม (บรรจุ 100 แผ่น),269,7,0,7,แพ็ค,
141,#CBNBPP-A4180,กระดาษโฟโต้เปเปอร์ ขนาด A4 180 แกรม (บรรจุ 100 แผ่น),292,0,0,0,แพ็ค,
1,CB1371,กระดาษโรเนียว A4 80P (300 แผ่น / ห่อ),186,6,0,6,ห่อ,
142,#CBNBSA4-70P,กระดาษโรเนียว สิงห์ A4 70P (350 แผ่น / ห่อ),137,0,0,0,ห่อ,
1,CBNBS-A4-80P,กระดาษโรเนียว สิงห์ A4 80P (350 แผ่น/ห่อ),134,0,0,0,ห่อ,
1,2DKA00444,กระดาษโรเนียวสั้น ขนาด 80 แกรม A4 ยี่ห้อตราสิงห์,0,0,0,0,รีม,
1,CB194,กระดาษไข RICOH Priport luk JP-12,3057,0,0,0,ม้วน,
1,CB1302,กระดาษไข RISO CZ รุ่น S-4876,4916,0,0,0,ม้วน,
1,CBRS001,กระดาษไข RISO รุ่น S-8133U,2857,0,0,0,กล่อง,
1,HCC0428,กระดาษไขซับมัน (ห่อใหญ่)(งานคลัง),0,0,0,0,ห่อ,
1,HCC0188,กระดาษไขซับมัน(ห่อเล็ก)(งานคลัง),0,5,0,5,ห่อ,
1,2DKA00904,กระดาษไขอบ (แบบกลม) ขนาด 11 ซม.,39,0,0,0,แพ็ค,
1,2DKA00905,กระดาษไขอบ (แบบกลม) ขนาด 18 ซม.,54,0,0,0,ใบ,
1,2DKA00906,กระดาษไขอบ (แบบกลม) ขนาด 22 ซม.,62,0,0,0,ใบ,
1,2DKA00903,กระดาษไขอบ (แบบม้วน),40,0,0,0,ม้วน,
143,CBDEA490-95,กระดาษไขเขียนแบบ A4 เดลต้า 90/95 แกรม,61,11,0,11,แพ็ค,
1,CBRSB4,กระดาษไขแม่พิมพ์ RISO SFII/B4,9207,0,0,0,กล่อง,
1,#MS030,กระดิ่งมือถือคละแบบ,100,1,0,1,ชุด,Alert
1,#MS052,กระดิ่งเคาะจังหวะแบบมือจับ ขนาด 21.5 ซม.,250,9,8,1,ชุด,Alert
1,HBG0241,กระดิ่งเล็ก,0,0,0,0,ชิ้น,
1,#AG033,กระดิ่งแท่นไม้สายรุ้ง,3850,22,0,22,ชุด,
1,HBG0239,กระดิ่งใหญ่,0,0,0,0,ชิ้น,
1,CB1438,กระดุมกลม ไซส์ M ขนาด 12 มม. No.23,159,0,0,0,ห่อ,
1,HBG0267,กระดุมขาว,0,373,0,373,ชิ้น,
1,HBG0265,กระดุมขาวขุ่น,0,4500,0,4500,ชิ้น,
1,HBG0246,กระดุมขาวเล็ก (ชุดนอน),0,7696,0,7696,ชิ้น,
1,HBG0245,กระดุมขาวใหญ่ (เสื้อกั๊ก),0,3891,1417,2474,ชิ้น,
1,HBG0259,กระดุมคละสี,0,1562,0,1562,ชิ้น,
1,HBG0260,กระดุมคละสี ( 6 แบบ)(300ชิ้น/ห่อ),0,4152,0,4152,ชิ้น,
1,HBG0258,กระดุมดอกไม้,0,360,0,360,ชิ้น,
1,HBG0247,กระดุมตำรวจ,0,1753,423,1330,ชิ้น,
1,HBG0255,กระดุมตำรวจ-ทหาร,0,3376,0,3376,ชิ้น,
1,HBG0262,กระดุมทอง,0,1378,0,1378,ชิ้น,
1,#AF007,กระดุมพลาสติก ,600,50,0,50,ชุด,
1,IQ0014A,กระดุมรูปทรงเรขาคณิตจัมโบ้ 100 ชิ้น,480,13,0,13,ชุด,
1,#IQ122,กระดุมรูปทรงเรขาคณิตจัมโบ้ 196 ชิ้น,1000,36,1,35,ชุด,
1,HBG0261,กระดุมเขียวเนตรนารี,0,200,0,200,ชิ้น,
1,HBG0257,กระดุมเหลือง,0,1860,0,1860,ชิ้น,
1,HBG0256,กระดุมแดง,0,1160,0,1160,ชิ้น,
1,HBG0264,กระดุมแดงอ่อน,0,1400,0,1400,ชิ้น,
1,HBB0051,กระดุมแป๊ก,0,2,0,2,ห่อ,
1,HBG0244,กระดุมใหญ่คละสี,0,3802,0,3802,ชิ้น,
1,CA111,กระติกน้ำร้อน คาชิวา มิซาวา 2.5 ลิตร รุ่น KT287/KT289,742,0,0,0,ใบ,
1,#FPL0901,กระต่าย ชุดครอบครัวแสนสุข,250,0,0,0,เล่ม,
0,#FSV0934,กระต่ายกับเต่า,20,0,0,0,เล่ม,
1,#FPL0859,กระต่ายกับเต่า ชุดปั้นนิทานอ่านสนุก,95,0,0,0,เล่ม,
0,#FSV0965,กระต่ายตื่นตูม,20,0,0,0,เล่ม,
1,#FPL1089,กระต่ายน้อยกับพระจันทร์,79,0,0,0,เล่ม,
1,PDS033,กระต่ายน้อยช่วยงานบ้าน 4เล่ม/ชุด,500,0,0,0,ชุด,
239,#FCH0244,กระต่ายน้อยรักเพื่อน,50,0,0,0,เล่ม,
1,#FID0502,กระต่ายน้อยรู้จักปรับตัว,75,2,0,2,เล่ม,
1,#FPL1088,กระต่ายน้อยอยากมีเพื่อน,89,0,0,0,เล่ม,
611,#FSB0611,กระต่ายน้อยแฮปปี้ และเพื่อนสัตว์แสนสนุกบนฟากฟ้า,150,0,0,0,เล่ม,
609,#FSB0609,กระต่ายน้อยแฮปปี้ และเพื่อนสัตว์แสนสนุกใต้น้ำ,150,0,0,0,เล่ม,
610,#FSB0610,กระต่ายน้อยแฮปปี้ และเพื่อนสัตว์แสนสนุกในป่าใหญ่,150,0,0,0,เล่ม,
1,#FPL0090,กระต๊าก กระต๊าก (ปกอ่อน),90,0,0,0,เล่ม,
1,#FPL1127,กระต๊าก กระต๊าก (ปกอ่อน),125,0,0,0,เล่ม,
1,#FTQ0077,กระถางจิ๋วกับดอกไม้วินเทจ,180,0,0,0,เล่ม,
1,CB327,"กระถางต้นไม้ กระถางมังกร (ปาก 16""สูง 14"")",650,0,0,0,ชุด,
1,CB325,กระถางต้นไม้ พลาสติก 8 นิ้ว,45,0,0,0,ชุด,
1,CB584,กระถางต้นไม้ดินเผา ขนาด 5 นิ้ว,18.6,0,0,0,ใบ,
1,2DKA00391,กระถางพลาสติก สีดำ ขนาด 8 นิ้ว   ( บรรจุ 5 ใบ/แพ็ค )  ไม่มียี่ห้อ ไม่มีมอก.,0,0,0,0,แพ็ค,
1,2DKA00914,กระทงจีบ กระดาษ No.3219,119,0,0,0,แพ็ค,
612,#FSB0612,กระทงลอยประทีป,170,0,0,0,เล่ม,
1,#FTQ0078,กระทงใบตองประดิษฐ์,179,0,0,0,เล่ม,
1,CA002,กระทะไฟฟ้า 2 ชั้น ออตโต้ รุ่น SP-314G,951,0,0,0,เครื่อง,
1,#FSB2240,กระท่อม ปลดล็อกพืชมหัศจรรย์พันล้าน,170,0,0,0,เล่ม,
1,#FTQ0079,กระท่อมเปลือกไม้,175,0,0,0,เล่ม,
1,CB916,กระบอกขนาด 30 มม. ยาว 15 ซม. ทำสีดำ,47.62,0,0,0,ชุด,
1,CB326,กระบอกฉีดน้ำ ฟอกกี้,75,0,0,0,ชุด,
1,AC098,กระบอกฉีดยาพลาสติก 1 มล. (BI-101),6.25,0,0,0,อัน,
1,AC101,กระบอกฉีดยาพลาสติก 10 มล.(BI-104),10.42,12,12,0,อัน,
1,AC102,กระบอกฉีดยาพลาสติก 20 มล.(BI-105),22.92,0,0,0,อัน,
1,AC099,กระบอกฉีดยาพลาสติก 3 มล.(BI-102),6.25,0,0,0,อัน,
1,AC100,กระบอกฉีดยาพลาสติก 5 มล.(BI-103),8.33,0,0,0,อัน,
1,AC103,กระบอกฉีดยาพลาสติก 50 มล.(BI-106),52.08,12,12,0,อัน,
396,#SC099-2B,กระบอกตวงพลาสติกขนาด 50 ml.,140,56,0,56,ใบ,
394,#SC099-1A,กระบอกตวงแก้วขนาด 10 ml.,165,1,0,1,ใบ,
397,#SC099-3A,กระบอกตวงแก้วขนาด 100 ml. ,165,0,6,-6,ใบ,
398,#SC099-4A,กระบอกตวงแก้วขนาด 250 ml. ,275,0,0,0,ใบ,
1,AC138,กระบอกตวงแก้วขนาด 250 มล.,340,0,0,0,ใบ,
395,#SC099-2A,กระบอกตวงแก้วขนาด 50 ml. ,165,44,16,28,ใบ,
1,AC185,กระบอกตวงแก้วขนาด 500 ml.,1540,6,6,0,ใบ,
1,#SC099-5A,กระบอกตวงแก้วขนาด : 25 ml.,165,42,16,26,ใบ,
1,CB604,กระบอกน้ำบอกอุณหภูมิ,95,0,0,0,อัน,
1,2DKA00881,กระบอกน้ำสแตนเลสเก็บอุณหภูมิ ร้อน - เย็น ไม่มียี่ห้อ ไม่มี มอก.,265,0,0,0,ใบ,
1,#AA225,กระบอกสบายใจด้วยสีบรรเจิด,1900,18,0,18,ชุด,
1,BA046,กระบะทราย ขนาด 240 ลิตร,1444,0,0,0,ชุด,
1,#PO106,กระบะทรายกบอ๊บอ๊บ,8900,1,0,1,ชุด,
1,#PO060,กระบะทรายปูลม,8500,2,0,2,ชุด,
1, BA054,กระบะทรายฟักทอง ขนาด 93 x 93 x 30 ซม.,3968,0,0,0,อัน,
1,NC016,กระบะเล่นทราย,0,0,0,0,ชุด,Alert
1,HA090,กระปุกฝาล็อก,0,0,0,0,ชิ้น,
1,CB635,กระปุกออมสิน,16,0,0,0,ชิ้น,
1,HBG0240,กระพรวน (150ชิ้น/ห่อ),0,278,0,278,ชิ้น,
1,#FSB1913,กระยานิยาย  ,250,0,0,0,เล่ม,
0,#FSV0930,กระรอกน้อยน่ารัก,20,0,0,0,เล่ม,
0,#FSV0845,กระรอกน้อยเปลี่ยนใจ,20,0,0,0,เล่ม,
406,#FNM0401,กระรอกแดงแห่งสวนกว้าง,148,0,0,0,เล่ม,
1,HA159,กระสอบ 30 x 46 นิ้ว,0,148,0,148,ใบ,
1,HA001,กระสอบ 33 x 51 นิ้ว,0,396,0,396,ใบ,
1,HA003,กระสอบ 37 x 56 นิ้ว,0,263,0,263,ใบ,
1,HA002,กระสอบ 45 x 60 นิ้ว,0,269,0,269,ใบ,
1,HA006,กระสอบ 52 x 65 นิ้ว,0,647,0,647,ใบ,
1,CKD0811,กระหล่ำปลีเล็ก,0,0,0,0,ชุด,
1,CKD0810,กระหล่ำปลีใหญ่,0,0,0,0,ชุด,
1,#FKF0007,กระหังน้อยไปโรงเรียน,80,0,0,0,เล่ม,
1,CB1261,กระเช้าผลไม้,1860,0,0,0,ชุด,
1,CB1260,กระเช้าผลไม้ (ใหญ่),2325,0,0,0,ชุด,
188,#FSD0188,กระเช้าสีดา,350,0,0,0,เล่ม,
1,CB1265,กระเช้าสุขภาพ,1860,0,0,0,ชุด,
1,CB1264,กระเช้าสุขภาพ (ใหญ่),2325,0,0,0,ชุด,
1,#FNM1117,กระเทียม (ปกแข็ง) :ชุด เกษตรกรรมลองทำดู,195,0,0,0,เล่ม,
1,HA120,กระเบื้องผนัง MONET มอนโร 25x40ซม. (10x16นิ้ว) สีขาว,0,0,0,0,ชุด,
1,HA121,กระเบื้องพื้น SMILE เอสโคบาร์ 30x30ซม. (12x12นิ้ว) สีบราวน์,0,0,0,0,ชุด,
1,#FNM0923,กระเป๋าของบุรุษนิรนาม เล่ม9:ชุดTiger -Team คดีเด็ดกับนักสืบทีมเสือ,148,0,0,0,เล่ม,
1,CBOCA1U,กระเป๋าซิป A1-U ไม่มีลาย ออร์ก้า,0,9,0,9,แฟ้ม,
1,CB228,กระเป๋าดินสอใส (คละลาย คละสี),12,0,0,0,ใบ,
1,CB909,กระเป๋าน้ำแข็ง,840,0,0,0,อัน,
1,#DA000028,"กระเป๋าบรรจุเครื่องใช้ส่วนตัวเด็ก ทำจากผ้าไนล่อน (สีแดง, สีฟ้า ขนาด 23.5 x 35 ซม.)",63,36,30,6,ใบ,
606,#FSB0606,กระเป๋าปักลูกปัดหลากสไตล์,220,0,0,0,เล่ม,
602,#FSB0602,กระเป๋าปักเข็มหลากดีไซน์,190,0,0,0,เล่ม,
603,#FSB0603,กระเป๋าปิ๊กแป๊กจากผ้า,200,0,0,0,เล่ม,
1,#MN402,กระเป๋าผนัง 2 ด้านแบบตั้งโต๊ะ,1400,22,2,20,ชุด,
1,#MN398,กระเป๋าผนัง 4 สี แบบแม่เหล็ก,1800,23,5,18,ชุด,
1,#MN400,กระเป๋าผนังตารางกิจกรรมประจำวัน,1050,36,1,35,ชุด,
1,#MN370,กระเป๋าผนังนับเลข 1-100,1400,14,3,11,ชุด,
1,#MN401,กระเป๋าผนังปฏิทินวันสำคัญ 2 ภาษา,2300,2,0,2,ชุด,
604,#FSB0604,กระเป๋าผ้าขาวม้าอินเทรนด์,290,0,0,0,เล่ม,
1,CB1098,กระเป๋าผ้าดิบ ขนาด 10 x 12 นิ้ว,52,0,0,0,ใบ,
1,CB269,กระเป๋าผ้าดิบ ถุงผ้าดิบ ขนาด 12 x 14 นิ้ว,90,0,0,0,ถุง,
1,CB664,กระเป๋าผ้าดิบ มีซิบ ขนาด 14 x 15 x 3 นิ้ว,56,0,0,0,ใบ,
1,CB387,กระเป๋าผ้าสปันบอนด์,24,0,0,0,ใบ,
1,#FTQ0080,กระเป๋าผ้าสารพัดแบบ,259,0,0,0,เล่ม,
605,#FSB0605,กระเป๋าผ้าอเนกประสงค์,240,0,0,0,เล่ม,
180,#FPK0181,กระเป๋าผ้าเทรนด์ใหม่ ใส่ใจสิ่งแวดล้อม,210,0,0,0,เล่ม,
1,#MN205,กระเป๋าผ้าเรียนรู้ภาษาอังกฤษรูปทรง 42 ชิ้น และตัวเลข ,1500,57,9,48,ชุด,
1,CB279,กระเป๋าพลาสติก มีซิปรอบ แบบมีหูหิ้ว F4 คละสี,52,0,0,0,ขวด,
1,#FSB2241,กระเป๋าสตางค์ปักลูกปัดหลากสไตล์,220,0,0,0,เล่ม,
1,2DKA00955,กระเป๋าเทคโนโลยีเซลล์เชื้อเพลิง (Fuel cell Technology) บรรจุอย่างดี ไม่มียี่ห้อ ไม่มี มอก.,4900,0,0,0,ชุด,
1,2DKA00879,กระเป๋าเป้สะพายหลังแนว sport ไม่มียี่ห้อ ไม่มี มอก.,390,0,0,0,อัน,
1,#TC034,กระเป๋าแม่พิมพ์ชุดเล็ก 40 ชิ้น,750,45,1,44,ชุด,
601,#FSB0601,กระเป๋าโครเชต์ใบเล็ก,190,0,0,0,เล่ม,
1,BK001A,กระเป๋าใส่บอล***,0,0,0,0,ชุด,
1,2DKA00557,กระเป๋าใส่แผ่น CD จุ 100 แผ่น ไม่มียี่ห้อ ไม่มี มอก.,155,0,0,0,กล่อง,
1,#MS031,กรับเพื่อนสัตว์ 4 ชิ้น,400,0,0,0,ชุด,Alert
1,#AG034,กรับไม้ 1 คู่,350,115,0,115,ชุด,
104,#FNM0099,กริชมะละกา,245,0,0,0,เล่ม,
26,#FSV0374,กริยา 3 ช่อง,25,0,0,0,เล่ม,
1,#FID0101,กริยา 3 ช่อง เน้นย้ำจำง่ายใน 1 นาที,75,0,0,0,เล่ม,
27,#FSV0375,กริยา 3 ช่อง และหลักไวยากรณ์,30,0,0,0,เล่ม,
1,#FID0178,กริยา 3 ช่องจำง่ายด้วย Mind Map,100,0,0,0,เล่ม,
1,BA172,กริ๊ปพันด้ามไม้แบดมินตัน FBT,75,0,0,0,ชุด,
421,#FNM0416,กรุณาป้อนคำถามอีกครั้ง,215,0,0,0,เล่ม,
1,#FNM0719,กรุผีโลก: ชุด เรื่องผีๆ รอบโลก,175,0,0,0,เล่ม,
1,#FSB2352,กรุ่นรักรุกขเทวา	,240,0,0,0,เล่ม,
105,#FNM0100,กรุ๊ปเลือดบอกนิสัย ฮาได้ใจยกกำลัง 3,245,0,0,0,เล่ม,
1,#FNM1547,กรุ๊ปเลือดเสี่ยงทาย ฉบับการ์ตูน,175,0,0,0,เล่ม,
616,#FSB0616,กลนาง,450,0,0,0,เล่ม,
28,#FSV0376,กลยุทธหมากฮอส (ฉบับหางว่าว),90,0,0,0,เล่ม,
617,#FSB0617,กลยุทธ์พลิกสถานการณ์ สงครามสามก๊ก,110,0,0,0,เล่ม,
1,#FTQ0082,กลยุทธ์ภาษี เรื่องง่ายๆใกล้คุณ,215,0,0,0,เล่ม,
1,#FNM0751,กลยุทธ์ยอดนักรบ เล่ม 2 :ชุด เซียนโกะ,175,0,0,0,เล่ม,
1,#FSB2050,กลรักฉบับนักขาย,240,0,0,0,เล่ม,
619,#FSB0619,กลรักบงการใจ,250,0,0,0,เล่ม,
107,#FNM0102,กลลวง,295,0,0,0,เล่ม,
1,#FNM1425,กลลวงจ้าวปีศาจ เล่ม3: ชุดจักรวาลปีศาจ,165,0,0,0,เล่ม,
1,#FNM0878,กลลวงหมากฝรั่ง: ชุดไขคดีสุดป่วนกับคอฟสกี้ #1,85,0,0,0,เล่ม,
243,#FCH0248,กลวิทยาศาสตร์,120,0,0,0,เล่ม,
1,#FSB2072,กลวิธีจีบคุณ ,410,0,0,0,เล่ม,
108,#FNM0103,กลศึกศัตรูสู่หายนะ,155,0,0,0,เล่ม,
1,#FNM1287,กลศึกศัตรูสู่หายนะ เล่มที่4 :ชุด ซุนวู การ์ตูน,155,0,0,0,เล่ม,
1,AG021,กลองควอท 4 ใบ พร้อมชุดสะพายเกาะอก ยี่ห้อ LUNAR รุ่น GE 5400 4 PC MARCHING DRUM,8306,0,0,0,ชุด,
1,AG004,กลองคาฮอน CMC PRELUDE BK,3465,0,0,0,ตัว,
1,#MS010,กลองชัย ขนาด 13 ซม.,450,32,0,32,ชุด,Alert
1,#MS003,กลองชัย ขนาด 15 ซม.,490,10,4,6,ชุด,Alert
1,AG011,กลองทอมบ้าพร้อมขาตั้ง Landrwon N,7921,0,0,0,ชุด,
1,AG019,กลองทอมบ้าไม้ Triplesix x 10 และ 11 นิ้ว พร้อมขาตั้ง รุ่น 2019 สีน้ำเงิน ,5760,0,0,0,ชุด,
1,AG020,กลองทอมบ้าไม้ Triplesix x 10 และ 11 นิ้ว พร้อมขาตั้ง รุ่น 2020 สีแดง,5760,0,0,0,ชุด,
1,AG012,กลองบองโก,5057,0,0,0,คู่,
1,#MS002,กลองยาว ขนาด 10 ซม.,490,15,0,15,ชุด,Alert
1,#MS032,กลองยาว ขนาด 15 ซม.,550,11,2,9,ชุด,Alert
1,AG024,กลองยาวเด็ก 5 นิ้ว,644,0,0,0,ใบ,
1,AG013,กลองสิงโตแฟนซี 4 นิ้ว,1650,0,0,0,ชุด,
1,#MS012,กลองหนังบัณเฑาะว์ ขนาด 12 ซม.,400,24,1,23,ชุด,Alert
1,#MS007,กลองโทน ขนาด 13 ซม.,465,14,1,13,ชุด,Alert
1,#MS011,กลองโทน ขนาด 22 ซม.,1950,19,3,16,ชุด,Alert
1,HCC0055,กลอนประตู 2 นิ้ว(งานเฟอนิเจอร์),0,65,0,65,ตัว,
1,#FPL0093,กลัวจัง กลัวจัง ( Chinese-Thai ),125,0,0,0,เล่ม,
189,#FSD0189,กลั่นสามก๊ก ฉบับนักบริหาร พิมพ์ 3,240,0,0,0,เล่ม,
190,#FSD0190,กลางลมเหมันต์,400,0,0,0,เล่ม,
623,#FSB0623,กลางวงกตดอกไม้,460,0,0,0,เล่ม,
1,#FPL0853,กลางวันกลางคืน สองภาษา (E-T) ปกอ่อน,125,0,0,0,เล่ม,
109,#FNM0104,กลางสมรภูมิปารีส,120,0,0,0,เล่ม,
1,#FSB2139,กลิ่นจันทน์,280,0,0,0,เล่ม,
245,#FCH0250,กลิ่นดอกส้ม,250,0,0,0,เล่ม,
1,#FTQ0085,กลิ่นสาบความตาย,130,0,0,0,เล่ม,
72,#CHG003,กลีเซอรีน (กลีเซอรอล) 250 ซีซี,283,0,0,0,ขวด,
71,#CHG002,กลูโคส 250 กรัม,142,4,0,4,กระปุก,
615,#FSB0615,กลเม็ดการอ่านให้เก่ง,200,0,0,0,เล่ม,
614,#FSB0614,กลเม็ดการเขียนให้เก่ง,200,0,0,0,เล่ม,
1,#FTQ0081,กลโกงโรงพยาบาล,220,0,0,0,เล่ม,
1,#FNM1448,กลไกวิทย์,398,0,0,0,เล่ม,
1,HCC0011,กล่องกระดาษ 2 พับ และ 3 พับ(งานคลัง),0,39,11,328,ใบ,
1,HCC0009,กล่องกระดาษ WT224(งานคลัง),0,367,0,367,ใบ,
1,HCC0008,กล่องกระดาษ WT275(งานคลัง),0,481,38,443,ใบ,
1,HCC0010,กล่องกระดาษ WT276(งานคลัง),0,359,0,359,ใบ,
1,CB519,กล่องกระดาษทิชชู่ MOYA TG01-2 สีเทา,0,0,0,0,อัน,
1,2DKA00572,กล่องกระดาษใส่เอกสาร  ไม่มียี่ห้อ  ไม่มีมอก.,78,0,0,0,กล่อง,
729,#SC481,กล่องกำเนิดแสงเลเซอร์,1400,0,0,0,ชุด,
1,#WT021,กล่องคัดรูปทรง 11 ชิ้น,1400,12,8,40,ชุด,
1,#MS046,กล่องคาฮองไม้น้องหมี,7800,5,0,5,ชุด,Alert
145,CBNB006,กล่องดินสอพลาสติก 2 ชั้น,33,0,0,0,กล่อง,
144,CBNB005,กล่องดินสอพลาสติก รูปหมี,20,13,0,13,กล่อง,
1,CBNB201503,กล่องดินสอเหล็ก,33,0,0,0,กล่อง,
1,CB1136,กล่องดินสอเหล็กลายการ์ตูน,42,0,0,0,ใบ,
1,#FNM0827,กล่องตุ๊กตาใสกับจดหมายของพ่อ: ชุด รางวัลวรรณกรรมแว่นแก้ว ครั้งที่ 13 ปี 2559,125,0,0,0,เล่ม,
146,#HAPK-216,กล่องถนอมอาหาร No.216,15,0,0,0,ใบ,
147,#HAPK-216-1,กล่องถนอมอาหาร No.216-1,23,0,0,0,ใบ,
148,#HAPK-216-2,กล่องถนอมอาหาร No.216-2,31,0,0,0,ใบ,
149,#HAPK-216-3,กล่องถนอมอาหาร No.216-3,46,0,0,0,ใบ,
1,AC037,กล่องถ่าน AA คู่ (5 อัน/ชุด),175,0,0,0,ชุด,
621,#FSB0621,กล่องทิชชูโครเชต์,170,0,0,0,เล่ม,
1,HAPVP-PACK-004,กล่องบรรจุภัณฑ์ สกรีน พวป. ขนาดกลาง ก45 x ย60 x ส40 ซม. (5 ใบ/มัด),0,755,0,755,ใบ,
1,HAPVP-PACK-002,กล่องบรรจุภัณฑ์ สกรีน พวป. ขนาดจิ๋ว ก24 x ย33 x ส27 ซม. (20 ใบ/มัด),0,730,0,730,ใบ,
1,HAPVP-PACK-001,กล่องบรรจุภัณฑ์ สกรีน พวป. ขนาดเล็ก ก33 x ย45 x ส27 ซม. (10 ใบ/มัด),0,620,0,620,ใบ,
1,HAPVP-PACK-003,กล่องบรรจุภัณฑ์ สกรีน พวป. ขนาดใหญ่ ก45 x ย70 x ส60 ซม. (5 ใบ/มัด),0,595,0,595,ใบ,
1,HAPACK01,กล่องบรรจุภัณฑ์ ไม่สกรีน  ขนาด 9 x 20 x 31 ซม. (20ใบ/มัด),0,120,0,120,ใบ,
1,HAPACK02,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 11 x 17 x 24 ซม. (20ใบ/มัด),0,120,0,120,ใบ,
1,HAPACK12,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 11 x 20 x 36 ซม. (20ใบ/มัด),0,0,0,0,ใบ,
1,HAPACK03,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 12 x 12 x 28 ซม. (20ใบ/มัด),0,180,0,180,ใบ,
1,HAPACK04,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 12 x 37 x 29 ซม. ฝาเกย (20ใบ/มัด),0,120,0,120,ใบ,
1,HAPACK09,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 14 x 41 x 36 ซม. ฝาเกย (20ใบ/มัด),0,120,0,120,ใบ,
1,HAPACK07,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 18 x 18 x 20 ซม. (20ใบ/มัด),0,240,0,240,ใบ,
1,HAPACK10,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 24 x 33 x 11 ซม. (20ใบ/มัด),0,40,0,40,ใบ,
1,HAPACK06,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 28 x 46 x 24 ซม. (20ใบ/มัด),0,720,0,720,ใบ,
1,HAPACK11,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 8 x 24 x 39 ซม. (20ใบ/มัด),0,380,0,380,ใบ,
1,HAPACK08,กล่องบรรจุภัณฑ์ ไม่สกรีน ขนาด 8 x 56 x 45 ซม. ฝาเกย (10ใบ/มัด),0,250,0,250,ใบ,
1,WT051,กล่องปีรามิดมหัจจรรย์,1475,7,0,7,ชุด,
1,CB607,กล่องผ้าอเนกประสงค์ ขนาด 36 x 23 x 24 ซม.,63,0,0,0,อัน,
1,HA089,กล่องพลาสติก,0,0,0,0,ชิ้น,
1,CB180,กล่องพลาสติก 1 ช่อง WG-301,252,0,0,0,อัน,
1,CB959,กล่องพลาสติก K-400,314,0,0,0,ใบ,
1,CB1279,กล่องพลาสติก No.535-2 ขนาด 10.5 x 16 x 7 ซม.,179,0,0,0,โหล,
1,CB1282,กล่องพลาสติก มีหูหิ้ว No.562 ขนาด 8 ลิตร,1245,0,0,0,โหล,
150,HAPKK-300,กล่องพลาสติกขนาดใหญ่ K-300,161,0,0,0,ใบ,
151,HAPKK-400,กล่องพลาสติกขนาดใหญ่ K-400,246,4,0,4,ใบ,
152,HAPKK-600,กล่องพลาสติกขนาดใหญ่ K-600,321,0,0,0,ใบ,
1,CB238,กล่องพลาสติกมีล้อ 67 x 48 x 41.5 ซม. 85 ลิตร,768,0,0,0,กล่อง,
1,CB818,กล่องพลาสติกล้อเลื่อน K-1000,630,0,0,0,ใบ,
1,CB834,กล่องพลาสติกล้อเลื่อน K-1200 ,750,0,0,0,ใบ,
1,CB366,กล่องพลาสติกล้อเลื่อน K-400,206,0,0,0,ใบ,
1,CB713,กล่องพลาสติกล้อเลื่อน K-600,354,0,0,0,ใบ,
1,2DKA00566,กล่องพลาสติกสี่เหลี่ยมทรงตื้น,99,0,0,0,กล่อง,
1,HA114,กล่องพลาสติกใส No.560-3,0,0,0,0,ใบ,
153,HAPK-561,กล่องพลาสติกใส No.561,76,0,0,0,ใบ,
